Label,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,VELOCITY,DISPLACEMENT,MANUAL_COLOR
(ID134147 : ID134629),0,134147,134629,686.539,0.500,265.606,65.193,0,26.202,26.202,None
(ID134211 : ID134661),1,134211,134661,605.408,0.500,418.638,364.697,0,24.605,24.605,None
(ID134661 : ID134382),1,134661,134382,459.419,1.500,421.868,351.188,0,3.191,3.191,None
(ID134144 : ID134627),2,134144,134627,867.782,0.500,408.922,43.792,0,29.458,29.458,None
(ID134627 : ID134349),2,134627,134349,723.519,1.500,424.076,32.722,0,14.083,14.083,None
(ID134349 : ID134552),2,134349,134552,594.950,2.500,435.305,32.387,0,9.075,9.075,None
(ID134552 : ID133925),2,134552,133925,236.167,3.500,444.549,31.293,0,9.952,9.952,None
(ID133925 : ID134069),2,133925,134069,71.747,4.500,452.521,32.480,0,6.226,6.226,None
(ID134069 : ID133849),2,134069,133849,644.935,6.000,453.752,40.329,0,7.285,14.570,None
(ID133849 : ID134422),2,133849,134422,38.182,7.500,449.256,48.550,0,5.903,5.903,None
(ID134422 : ID133786),2,134422,133786,194.227,8.500,438.244,49.292,0,16.616,16.616,None
(ID133786 : ID134284),2,133786,134284,6.793,9.500,424.809,48.211,0,10.359,10.359,None
(ID134284 : ID134698),2,134284,134698,59.423,10.500,417.953,46.433,0,4.099,4.099,None
(ID134698 : ID133720),2,134698,133720,52.931,11.500,416.468,43.791,0,3.093,3.093,None
(ID133720 : ID133654),2,133720,133654,175.151,12.500,417.334,34.694,0,15.189,15.189,None
(ID133654 : ID134483),2,133654,134483,113.285,13.500,416.434,27.391,0,3.107,3.107,None
(ID134483 : ID134149),2,134483,134149,590.663,14.500,410.951,13.828,0,28.762,28.762,None
(ID134209 : ID134660),3,134209,134660,784.000,0.500,1223.000,347.000,0,28.000,28.000,None
(ID134660 : ID134381),3,134660,134381,625.000,1.500,1223.000,331.500,0,3.000,3.000,None
(ID134273 : ID134688),4,134273,134688,818.702,0.500,902.326,821.836,0,28.613,28.613,None
(ID134150 : ID134631),5,134150,134631,762.040,0.500,1104.726,87.320,0,27.605,27.605,None
(ID134279 : ID134691),6,134279,134691,590.740,0.500,1177.117,875.440,0,24.305,24.305,None
(ID134691 : ID134416),6,134691,134416,503.440,1.500,1179.186,862.482,0,2.322,2.322,None
(ID134416 : ID134618),6,134416,134618,708.932,2.500,1179.956,862.110,0,1.010,1.010,None
(ID134618 : ID133988),6,134618,133988,173.829,3.500,1179.961,862.940,0,0.649,0.649,None
(ID133988 : ID134135),6,133988,134135,20.484,4.500,1179.765,863.254,0,0.389,0.389,None
(ID134135 : ID134063),6,134135,134063,6.930,5.500,1179.816,863.721,0,1.073,1.073,None
(ID134063 : ID133919),6,134063,133919,0.374,6.500,1179.914,864.035,0,0.440,0.440,None
(ID133919 : ID134481),6,133919,134481,0.289,7.500,1179.842,864.044,0,0.376,0.376,None
(ID134481 : ID133844),6,134481,133844,0.366,8.500,1180.234,864.192,0,0.636,0.636,None
(ID133844 : ID134342),6,133844,134342,1.275,9.500,1180.304,864.539,0,0.890,0.890,None
(ID134342 : ID134755),6,134342,134755,0.087,10.500,1180.090,865.248,0,0.681,0.681,None
(ID134755 : ID133778),6,134755,133778,1.223,11.500,1179.932,865.358,0,0.596,0.596,None
(ID133778 : ID133714),6,133778,133714,0.114,12.500,1179.542,864.982,0,0.494,0.494,None
(ID133714 : ID134546),6,133714,134546,1.074,13.500,1179.514,864.345,0,1.038,1.038,None
(ID134546 : ID134274),6,134546,134274,0.486,14.500,1179.632,863.870,0,0.112,0.112,None
(ID134274 : ID135321),6,134274,135321,2.462,15.500,1180.169,864.248,0,1.386,1.386,None
(ID135321 : ID135598),6,135321,135598,11.802,16.500,1180.169,863.315,0,2.848,2.848,None
(ID135598 : ID134963),6,135598,134963,0.577,17.500,1179.406,861.737,0,0.662,0.662,None
(ID134963 : ID135180),6,134963,135180,2.636,18.500,1179.347,861.728,0,0.591,0.591,None
(ID135180 : ID135252),6,135180,135252,0.247,19.500,1179.490,862.203,0,0.410,0.410,None
(ID135252 : ID135109),6,135252,135109,0.047,20.500,1179.430,862.497,0,0.257,0.257,None
(ID135109 : ID134893),6,135109,134893,0.066,21.500,1179.423,862.715,0,0.302,0.302,None
(ID134893 : ID135033),6,134893,135033,0.013,22.500,1179.525,862.902,0,0.128,0.128,None
(ID135033 : ID135457),6,135033,135457,0.081,23.500,1179.478,863.159,0,0.413,0.413,None
(ID135457 : ID134821),6,135457,134821,0.378,24.500,1179.629,863.313,0,0.440,0.440,None
(ID134821 : ID135796),6,134821,135796,0.426,25.500,1179.682,863.133,0,0.427,0.427,None
(ID135796 : ID135727),6,135796,135727,0.100,26.500,1179.637,862.920,0,0.279,0.279,None
(ID135727 : ID135386),6,135727,135386,0.075,27.500,1179.871,862.654,0,0.448,0.448,None
(ID135386 : ID135526),6,135386,135526,0.014,28.500,1180.067,862.381,0,0.229,0.229,None
(ID135526 : ID135661),6,135526,135661,0.644,29.500,1179.978,862.498,0,0.524,0.524,None
(ID135661 : ID135865),6,135661,135865,0.499,30.500,1180.033,862.558,0,0.531,0.531,None
(ID135865 : ID136518),6,135865,136518,0.209,31.500,1180.155,862.484,0,0.245,0.245,None
(ID136518 : ID135997),6,136518,135997,1.067,32.500,1180.249,863.036,0,1.050,1.050,None
(ID135997 : ID136452),6,135997,136452,0.010,33.500,1180.569,863.763,0,0.540,0.540,None
(ID136452 : ID135933),6,136452,135933,0.284,34.500,1180.663,864.053,0,0.116,0.116,None
(ID135933 : ID136062),6,135933,136062,0.108,35.500,1180.617,864.089,0,0.041,0.041,None
(ID136062 : ID136258),6,136062,136258,0.250,36.500,1180.511,863.893,0,0.409,0.409,None
(ID136258 : ID136586),6,136258,136586,0.111,37.500,1180.432,863.469,0,0.481,0.481,None
(ID136586 : ID136320),6,136586,136320,0.009,38.500,1180.390,863.078,0,0.321,0.321,None
(ID136320 : ID136193),6,136320,136193,0.045,39.500,1180.244,862.852,0,0.236,0.236,None
(ID136193 : ID136128),6,136193,136128,1.139,40.500,1180.615,862.598,0,0.989,0.989,None
(ID136128 : ID136790),6,136128,136790,1.392,41.500,1180.809,862.585,0,0.628,0.628,None
(ID136790 : ID136724),6,136790,136724,1.199,42.500,1180.579,862.236,0,1.029,1.029,None
(ID136724 : ID136385),6,136724,136385,1.035,43.500,1180.501,860.953,0,1.558,1.558,None
(ID136385 : ID136656),6,136385,136656,3.336,44.500,1181.200,859.373,0,2.296,2.296,None
(ID136656 : ID136923),6,136656,136923,3.138,45.500,1181.599,858.100,0,1.245,1.245,None
(ID136923 : ID136855),6,136923,136855,1.042,46.500,1181.186,856.549,0,2.174,2.174,None
(ID136855 : ID137928),6,136855,137928,36.673,47.500,1180.060,851.777,0,7.708,7.708,None
(ID137928 : ID136993),6,137928,136993,14.356,48.500,1179.193,847.265,0,1.735,1.735,None
(ID136993 : ID137067),6,136993,137067,20.421,49.500,1179.458,847.091,0,1.306,1.306,None
(ID137067 : ID137136),6,137067,137136,68.875,50.500,1181.162,843.701,0,8.772,8.772,None
(ID137136 : ID137722),6,137136,137722,9.960,51.500,1185.137,838.143,0,5.468,5.468,None
(ID137722 : ID137503),6,137722,137503,10.488,52.500,1187.844,833.716,0,5.887,5.887,None
(ID137503 : ID137860),6,137503,137860,72.205,53.500,1191.931,831.653,0,7.506,7.506,None
(ID137860 : ID137793),6,137860,137793,75.634,54.500,1193.961,830.516,0,5.133,5.133,None
(ID137793 : ID137208),6,137793,137208,68.287,55.500,1193.300,831.272,0,5.813,5.813,None
(ID137208 : ID137357),6,137208,137357,14.531,56.500,1196.626,834.390,0,4.779,4.779,None
(ID137357 : ID137433),6,137357,137433,9.799,57.500,1201.941,834.708,0,5.913,5.913,None
(ID137433 : ID138004),6,137433,138004,135.464,58.500,1201.499,835.227,0,6.895,6.895,None
(ID138004 : ID137575),6,138004,137575,568.444,59.500,1204.047,826.455,0,22.164,22.164,None
(ID137575 : ID137277),6,137575,137277,273.524,60.500,1206.989,806.160,0,22.698,22.698,None
(ID134213 : ID134662),7,134213,134662,568.400,0.500,432.056,401.182,0,23.841,23.841,None
(ID134662 : ID134383),7,134662,134383,714.117,1.500,432.779,390.551,0,3.965,3.965,None
(ID134383 : ID134587),7,134383,134587,426.471,2.500,428.389,370.099,0,45.014,45.014,None
(ID134587 : ID133958),7,134587,133958,830.554,3.500,421.198,346.798,0,4.068,4.068,None
(ID133958 : ID134102),7,133958,134102,316.571,4.500,418.947,345.758,0,2.242,2.242,None
(ID134102 : ID134029),7,134102,134029,130.480,5.500,419.144,348.439,0,4.873,4.873,None
(ID134029 : ID133884),7,134029,133884,0.629,6.500,420.451,350.333,0,0.545,0.545,None
(ID133884 : ID134452),7,133884,134452,16.170,7.500,422.018,351.686,0,4.292,4.292,None
(ID134452 : ID133815),7,134452,133815,39.218,8.500,421.659,352.590,0,3.849,3.849,None
(ID133815 : ID134315),7,133815,134315,80.256,9.500,423.331,353.776,0,7.887,7.887,None
(ID134315 : ID134730),7,134315,134730,121.450,10.500,424.040,353.406,0,7.116,7.116,None
(ID134730 : ID133753),7,134730,133753,11.251,11.500,419.794,351.891,0,3.309,3.309,None
(ID133753 : ID133688),7,133753,133688,17.118,12.500,417.403,354.661,0,4.465,4.465,None
(ID133688 : ID134518),7,133688,134518,10.265,13.500,415.786,359.459,0,5.697,5.697,None
(ID134518 : ID134224),7,134518,134224,2.165,14.500,414.816,364.772,0,5.136,5.136,None
(ID134224 : ID135295),7,134224,135295,1.693,15.500,413.708,369.180,0,4.078,4.078,None
(ID135295 : ID135570),7,135295,135570,37.430,16.500,412.317,370.079,0,2.194,2.194,None
(ID135570 : ID134938),7,135570,134938,0.677,17.500,410.925,369.135,0,1.703,1.703,None
(ID134938 : ID135151),7,134938,135151,3.354,18.500,409.383,368.319,0,2.154,2.154,None
(ID135151 : ID135224),7,135151,135224,2.285,19.500,408.477,367.615,0,0.496,0.496,None
(ID135224 : ID135080),7,135224,135080,0.829,20.500,407.797,367.143,0,1.509,1.509,None
(ID135080 : ID134868),7,135080,134868,12.566,21.500,408.555,366.776,0,2.489,2.489,None
(ID134868 : ID135007),7,134868,135007,94.655,22.500,410.302,371.820,0,9.692,9.692,None
(ID135007 : ID135427),7,135007,135427,216.433,23.500,411.288,372.025,0,9.272,9.272,None
(ID135427 : ID134794),7,135427,134794,10.060,24.500,413.582,366.928,0,3.789,3.789,None
(ID134794 : ID135768),7,134794,135768,63.239,25.500,417.319,369.352,0,6.951,6.951,None
(ID135768 : ID135701),7,135768,135701,70.240,26.500,418.027,370.431,0,4.369,4.369,None
(ID135701 : ID135359),7,135701,135359,31.446,27.500,418.688,366.044,0,6.327,6.327,None
(ID135359 : ID135641),7,135359,135641,789.348,29.000,421.839,374.045,0,10.639,21.277,None
(ID135641 : ID135840),7,135641,135840,103.074,30.500,427.756,392.162,0,17.721,17.721,None
(ID135840 : ID136494),7,135840,136494,135.630,31.500,433.620,400.469,0,2.896,2.896,None
(ID136494 : ID135975),7,136494,135975,42.464,32.500,436.879,401.147,0,4.043,4.043,None
(ID135975 : ID136426),7,135975,136426,88.088,33.500,441.528,397.629,0,8.669,8.669,None
(ID136426 : ID135907),7,136426,135907,13.146,34.500,444.798,393.237,0,2.284,2.284,None
(ID135907 : ID136036),7,135907,136036,47.978,35.500,444.807,388.187,0,8.307,8.307,None
(ID136036 : ID136233),7,136036,136233,51.456,36.500,440.845,381.823,0,8.048,8.048,None
(ID136233 : ID136559),7,136233,136559,103.046,37.500,440.080,379.461,0,5.137,5.137,None
(ID136559 : ID136295),7,136559,136295,28.530,38.500,440.739,379.147,0,3.840,3.840,None
(ID136295 : ID136170),7,136295,136170,12.779,39.500,439.148,379.816,0,1.869,1.869,None
(ID136170 : ID136104),7,136170,136104,0.827,40.500,439.481,381.381,0,1.374,1.374,None
(ID136104 : ID136767),7,136104,136767,3.217,41.500,439.477,381.715,0,0.706,0.706,None
(ID136767 : ID136701),7,136767,136701,8.794,42.500,438.350,382.419,0,3.062,3.062,None
(ID136701 : ID136363),7,136701,136363,6.396,43.500,437.446,385.012,0,3.103,3.103,None
(ID136363 : ID136630),7,136363,136630,458.416,44.500,439.766,377.252,0,19.071,19.071,None
(ID136630 : ID136901),7,136630,136901,224.031,45.500,442.070,370.589,0,5.283,5.283,None
(ID134277 : ID134690),8,134277,134690,638.148,0.500,422.796,861.060,0,25.262,25.262,None
(ID134690 : ID134409),8,134690,134409,338.976,1.500,430.624,832.254,0,36.242,36.242,None
(ID134409 : ID134613),8,134409,134613,596.064,2.500,439.810,815.722,0,2.169,2.169,None
(ID134613 : ID133984),8,134613,133984,298.828,3.500,443.738,816.375,0,6.143,6.143,None
(ID133984 : ID134129),8,133984,134129,40.047,4.500,447.206,817.901,0,1.538,1.538,None
(ID134129 : ID134059),8,134129,134059,117.622,5.500,447.558,823.128,0,9.422,9.422,None
(ID134059 : ID133915),8,134059,133915,62.749,6.500,451.606,831.033,0,10.657,10.657,None
(ID133915 : ID134478),8,133915,134478,21.515,7.500,458.846,839.533,0,12.162,12.162,None
(ID134478 : ID133841),8,134478,133841,281.568,8.500,456.394,850.307,0,15.418,15.418,None
(ID133841 : ID134339),8,133841,134339,98.269,9.500,451.521,856.481,0,1.796,1.796,None
(ID134339 : ID134753),8,134339,134753,175.228,10.500,444.874,860.743,0,16.074,16.074,None
(ID134753 : ID133780),8,134753,133780,184.819,11.500,439.882,865.555,0,5.090,5.090,None
(ID133780 : ID133716),8,133780,133716,5.001,12.500,442.229,868.158,0,2.712,2.712,None
(ID133716 : ID134547),8,133716,134547,63.710,13.500,438.533,869.690,0,7.664,7.664,None
(ID134547 : ID134278),8,134547,134278,9.509,14.500,431.326,871.653,0,7.640,7.640,None
(ID134278 : ID135323),8,134278,135323,30.632,15.500,427.659,875.482,0,4.136,4.136,None
(ID135323 : ID135601),8,135323,135601,107.468,16.500,430.470,876.823,0,6.359,6.359,None
(ID135601 : ID134967),8,135601,134967,670.248,17.500,422.689,881.133,0,23.963,23.963,None
(ID134154 : ID134633),9,134154,134633,888.536,0.500,624.129,93.684,0,29.808,29.808,None
(ID134633 : ID134353),9,134633,134353,744.916,1.500,635.379,78.058,0,15.012,15.012,None
(ID134353 : ID134557),9,134353,134557,616.993,2.500,641.729,73.157,0,7.646,7.646,None
(ID134557 : ID133928),9,134557,133928,284.013,3.500,640.641,68.396,0,2.174,2.174,None
(ID133928 : ID134074),9,133928,134074,116.633,4.500,640.796,68.253,0,1.924,1.924,None
(ID134074 : ID133999),9,134074,133999,24.708,5.500,643.250,66.435,0,7.146,7.146,None
(ID133999 : ID133852),9,133999,133852,26.943,6.500,646.777,64.294,0,2.810,2.810,None
(ID133852 : ID134425),9,133852,134425,8.999,7.500,649.838,65.828,0,4.039,4.039,None
(ID134425 : ID133788),9,134425,133788,2.754,8.500,653.780,66.451,0,4.319,4.319,None
(ID133788 : ID134288),9,133788,134288,220.768,9.500,661.852,72.432,0,17.266,17.266,None
(ID134288 : ID134702),9,134288,134702,112.617,10.500,667.735,79.128,0,0.853,0.853,None
(ID134702 : ID133725),9,134702,133725,141.593,11.500,675.248,79.721,0,15.127,15.127,None
(ID133725 : ID133662),9,133725,133662,201.929,12.500,691.679,86.715,0,22.382,22.382,None
(ID133662 : ID134492),9,133662,134492,91.063,13.500,708.681,102.465,0,24.150,24.150,None
(ID134492 : ID134171),9,134492,134171,9.261,14.500,723.265,118.956,0,19.886,19.886,None
(ID134171 : ID135272),9,134171,135272,84.468,15.500,732.255,134.653,0,17.036,17.036,None
(ID135272 : ID135550),9,135272,135550,176.942,16.500,734.341,146.144,0,6.780,6.780,None
(ID135550 : ID134918),9,135550,134918,183.253,17.500,732.200,148.866,0,3.612,3.612,None
(ID134918 : ID135062),9,134918,135062,169.786,19.500,723.873,157.220,0,7.451,22.353,None
(ID134158 : ID134635),10,134158,134635,841.552,0.500,530.091,108.947,0,29.010,29.010,None
(ID134635 : ID134357),10,134635,134357,844.061,1.500,530.857,94.351,0,2.787,2.787,None
(ID134223 : ID134667),11,134223,134667,391.648,0.500,1193.960,483.500,0,19.790,19.790,None
(ID134667 : ID134389),11,134667,134389,320.961,1.500,1194.203,472.635,0,2.251,2.251,None
(ID134389 : ID134590),11,134389,134590,382.286,2.500,1191.335,451.960,0,39.991,39.991,None
(ID134156 : ID134634),12,134156,134634,841.000,0.500,1223.000,98.500,0,29.000,29.000,None
(ID134221 : ID134665),13,134221,134665,797.653,0.500,51.155,466.171,0,28.243,28.243,None
(ID134665 : ID134387),13,134665,134387,674.265,1.500,53.869,451.147,0,2.369,2.369,None
(ID134387 : ID134592),13,134387,134592,819.227,2.500,54.779,449.551,0,1.333,1.333,None
(ID134592 : ID133962),13,134592,133962,238.964,3.500,55.095,448.941,0,0.275,0.275,None
(ID133962 : ID134108),13,133962,134108,33.337,4.500,54.727,448.557,0,0.788,0.788,None
(ID134108 : ID134035),13,134108,134035,7.597,5.500,54.677,448.313,0,0.438,0.438,None
(ID134035 : ID133890),13,134035,133890,1.188,6.500,54.685,448.320,0,0.419,0.419,None
(ID133890 : ID134456),13,133890,134456,0.064,7.500,54.493,448.182,0,0.196,0.196,None
(ID134456 : ID133819),13,134456,133819,0.067,8.500,54.472,448.083,0,0.069,0.069,None
(ID133819 : ID134319),13,133819,134319,0.036,9.500,54.403,447.932,0,0.307,0.307,None
(ID134319 : ID134734),13,134319,134734,0.053,10.500,54.357,447.789,0,0.025,0.025,None
(ID134734 : ID133759),13,134734,133759,0.024,11.500,54.402,447.746,0,0.150,0.150,None
(ID133759 : ID133694),13,133759,133694,0.083,12.500,54.342,447.684,0,0.235,0.235,None
(ID133694 : ID134524),13,133694,134524,0.074,13.500,54.304,447.670,0,0.157,0.157,None
(ID134524 : ID134234),13,134524,134234,0.085,14.500,54.395,447.805,0,0.271,0.271,None
(ID134234 : ID135299),13,134234,135299,0.009,15.500,54.419,447.966,0,0.058,0.058,None
(ID135299 : ID135575),13,135299,135575,1.412,16.500,54.627,447.477,0,1.104,1.104,None
(ID135575 : ID134943),13,135575,134943,0.331,17.500,54.656,446.648,0,0.708,0.708,None
(ID134943 : ID135157),13,134943,135157,0.361,18.500,54.444,446.328,0,0.092,0.092,None
(ID135157 : ID135230),13,135157,135230,0.072,19.500,54.454,446.265,0,0.156,0.156,None
(ID135230 : ID135085),13,135230,135085,0.089,20.500,54.373,446.150,0,0.300,0.300,None
(ID135085 : ID134873),13,135085,134873,0.643,21.500,54.551,446.128,0,0.635,0.635,None
(ID134873 : ID135010),13,134873,135010,0.569,22.500,54.639,446.101,0,0.472,0.472,None
(ID135010 : ID135431),13,135010,135431,0.047,23.500,54.434,446.071,0,0.082,0.082,None
(ID135431 : ID134798),13,135431,134798,0.050,24.500,54.545,446.090,0,0.182,0.182,None
(ID134798 : ID135773),13,134798,135773,0.008,25.500,54.644,446.098,0,0.049,0.049,None
(ID135773 : ID135706),13,135773,135706,0.034,26.500,54.591,446.106,0,0.127,0.127,None
(ID135706 : ID135363),13,135706,135363,0.053,27.500,54.617,446.114,0,0.181,0.181,None
(ID135363 : ID135506),13,135363,135506,0.060,28.500,54.621,446.128,0,0.168,0.168,None
(ID135506 : ID135643),13,135506,135643,0.027,29.500,54.520,446.199,0,0.166,0.166,None
(ID135643 : ID135843),13,135643,135843,0.095,30.500,54.557,446.194,0,0.204,0.204,None
(ID135843 : ID136497),13,135843,136497,0.163,31.500,54.430,446.073,0,0.369,0.369,None
(ID136497 : ID135978),13,136497,135978,0.470,32.500,54.487,446.093,0,0.489,0.489,None
(ID135978 : ID136429),13,135978,136429,0.341,33.500,54.558,446.029,0,0.410,0.410,None
(ID136429 : ID135911),13,136429,135911,0.012,34.500,54.396,445.841,0,0.139,0.139,None
(ID135911 : ID136040),13,135911,136040,0.208,35.500,54.561,445.839,0,0.347,0.347,None
(ID136040 : ID136237),13,136040,136237,0.058,36.500,54.683,445.926,0,0.086,0.086,None
(ID136237 : ID136564),13,136237,136564,0.037,37.500,54.584,446.020,0,0.191,0.191,None
(ID136564 : ID136300),13,136564,136300,0.003,38.500,54.523,446.146,0,0.104,0.104,None
(ID136300 : ID136175),13,136300,136175,0.065,39.500,54.584,446.149,0,0.158,0.158,None
(ID136175 : ID136109),13,136175,136109,0.078,40.500,54.788,446.179,0,0.323,0.323,None
(ID136109 : ID136773),13,136109,136773,0.207,41.500,54.799,446.266,0,0.260,0.260,None
(ID136773 : ID136707),13,136773,136707,0.067,42.500,54.531,446.224,0,0.292,0.292,None
(ID136707 : ID136368),13,136707,136368,0.310,43.500,54.572,446.200,0,0.360,0.360,None
(ID136368 : ID136637),13,136368,136637,0.028,44.500,54.891,446.222,0,0.281,0.281,None
(ID136637 : ID136907),13,136637,136907,0.097,45.500,55.028,446.325,0,0.213,0.213,None
(ID136907 : ID136837),13,136907,136837,0.171,46.500,55.008,446.296,0,0.273,0.273,None
(ID136837 : ID137910),13,136837,137910,0.019,47.500,55.057,446.148,0,0.134,0.134,None
(ID137910 : ID136975),13,137910,136975,0.041,48.500,55.262,446.085,0,0.296,0.296,None
(ID136975 : ID137048),13,136975,137048,0.168,49.500,55.307,446.066,0,0.198,0.198,None
(ID137048 : ID137118),13,137048,137118,0.050,50.500,55.315,446.101,0,0.204,0.204,None
(ID137118 : ID137702),13,137118,137702,0.520,51.500,55.180,445.890,0,0.640,0.640,None
(ID137702 : ID137481),13,137702,137481,0.388,52.500,55.079,445.744,0,0.304,0.304,None
(ID137481 : ID137841),13,137481,137841,0.064,53.500,55.254,445.920,0,0.230,0.230,None
(ID137841 : ID137773),13,137841,137773,0.214,54.500,55.214,445.889,0,0.323,0.323,None
(ID137773 : ID137187),13,137773,137187,0.088,55.500,55.157,445.835,0,0.180,0.180,None
(ID137187 : ID137335),13,137187,137335,0.136,56.500,55.041,445.824,0,0.343,0.343,None
(ID137335 : ID137411),13,137335,137411,1.130,57.500,55.352,445.695,0,0.905,0.905,None
(ID137411 : ID137981),13,137411,137981,0.814,58.500,55.620,445.827,0,0.490,0.490,None
(ID137981 : ID137556),13,137981,137556,0.436,59.500,55.516,445.745,0,0.514,0.514,None
(ID137556 : ID137258),13,137556,137258,0.339,60.500,55.514,445.665,0,0.366,0.366,None
(ID137258 : ID137632),13,137258,137632,0.148,61.500,55.585,445.802,0,0.307,0.307,None
(ID137632 : ID138062),13,137632,138062,0.034,62.500,55.749,445.711,0,0.129,0.129,None
(ID138062 : ID138135),13,138062,138135,0.155,63.500,55.818,445.810,0,0.344,0.344,None
(ID138135 : ID138450),13,138135,138450,0.112,64.500,55.855,445.896,0,0.158,0.158,None
(ID138450 : ID138906),13,138450,138906,0.053,65.500,55.736,445.842,0,0.206,0.206,None
(ID138906 : ID138676),13,138906,138676,0.066,66.500,55.686,445.946,0,0.192,0.192,None
(ID138676 : ID139146),13,138676,139146,0.107,67.500,55.850,445.958,0,0.267,0.267,None
(ID139146 : ID138984),13,139146,138984,0.083,68.500,55.888,445.879,0,0.152,0.152,None
(ID138984 : ID138829),13,138984,138829,0.027,69.500,55.876,445.890,0,0.134,0.134,None
(ID138829 : ID139067),13,138829,139067,0.040,70.500,55.883,445.864,0,0.147,0.147,None
(ID139067 : ID138527),13,139067,138527,0.048,71.500,55.915,445.791,0,0.189,0.189,None
(ID138527 : ID138369),13,138527,138369,0.038,72.500,56.091,445.824,0,0.209,0.209,None
(ID138369 : ID138214),13,138369,138214,0.457,73.500,55.907,445.932,0,0.545,0.545,None
(ID138214 : ID139312),13,138214,139312,0.096,74.500,55.636,445.921,0,0.118,0.118,None
(ID139312 : ID139234),13,139312,139234,0.310,75.500,55.841,445.912,0,0.429,0.429,None
(ID139234 : ID138293),13,139234,138293,0.253,76.500,55.904,445.909,0,0.310,0.310,None
(ID138293 : ID138757),13,138293,138757,0.169,77.500,55.761,446.038,0,0.363,0.363,None
(ID138757 : ID138605),13,138757,138605,0.245,78.500,55.797,446.070,0,0.305,0.305,None
(ID138605 : ID139729),13,138605,139729,0.061,79.500,55.785,445.990,0,0.166,0.166,None
(ID139729 : ID139450),13,139729,139450,0.214,80.500,55.854,445.889,0,0.412,0.412,None
(ID139450 : ID139654),13,139450,139654,0.207,81.500,55.935,445.840,0,0.252,0.252,None
(ID139654 : ID139517),13,139654,139517,0.041,82.500,56.005,445.967,0,0.211,0.211,None
(ID139517 : ID139383),13,139517,139383,3.914E-4,83.500,56.162,445.998,0,0.116,0.116,None
(ID139383 : ID139586),13,139383,139586,0.137,84.500,56.114,445.951,0,0.249,0.249,None
(ID139586 : ID139794),13,139586,139794,0.148,85.500,55.904,446.024,0,0.363,0.363,None
(ID139794 : ID140007),13,139794,140007,0.161,86.500,55.903,446.164,0,0.215,0.215,None
(ID140007 : ID140150),13,140007,140150,0.037,87.500,56.122,446.147,0,0.225,0.225,None
(ID140150 : ID139870),13,140150,139870,0.039,88.500,56.400,446.183,0,0.348,0.348,None
(ID139870 : ID139942),13,139870,139942,0.398,89.500,56.416,446.400,0,0.453,0.453,None
(ID139942 : ID140302),13,139942,140302,0.089,90.500,56.313,446.550,0,0.104,0.104,None
(ID140302 : ID140226),13,140302,140226,0.136,91.500,56.270,446.417,0,0.294,0.294,None
(ID140226 : ID140079),13,140226,140079,0.026,92.500,56.211,446.263,0,0.102,0.102,None
(ID140079 : ID140374),13,140079,140374,0.392,93.500,56.552,446.191,0,0.622,0.622,None
(ID140374 : ID140451),13,140374,140451,0.332,94.500,56.750,446.112,0,0.240,0.240,None
(ID140451 : ID140527),13,140451,140527,0.789,95.500,56.539,446.454,0,0.797,0.797,None
(ID140527 : ID140601),13,140527,140601,2.382,96.500,56.979,446.551,0,1.226,1.226,None
(ID140601 : ID140737),13,140601,140737,4.083,97.500,57.592,445.206,0,2.118,2.118,None
(ID140737 : ID140669),13,140737,140669,2.303,98.500,57.551,444.210,0,0.254,0.254,None
(ID140669 : ID141485),13,140669,141485,1.325,99.500,57.259,444.550,0,0.667,0.667,None
(ID141485 : ID141076),13,141485,141076,0.414,100.500,57.272,444.773,0,0.402,0.402,None
(ID141076 : ID141277),13,141076,141277,0.095,101.500,57.372,444.705,0,0.187,0.187,None
(ID141277 : ID141417),13,141277,141417,0.385,102.500,57.106,444.957,0,0.631,0.631,None
(ID141417 : ID140947),13,141417,140947,0.269,103.500,56.595,445.247,0,0.680,0.680,None
(ID140947 : ID141554),13,140947,141554,2.894,104.500,55.351,445.892,0,2.193,2.193,None
(ID141554 : ID140905),13,141554,140905,858.379,106.000,59.592,434.126,0,13.412,26.824,None
(ID134162 : ID134638),14,134162,134638,362.792,0.500,323.410,119.437,0,19.047,19.047,None
(ID134638 : ID134356),14,134638,134356,405.944,1.500,331.508,100.107,0,26.808,26.808,None
(ID134356 : ID134561),14,134356,134561,765.267,2.500,344.030,93.689,0,9.730,9.730,None
(ID134561 : ID133933),14,134561,133933,63.810,3.500,349.418,97.283,0,3.907,3.907,None
(ID133933 : ID134076),14,133933,134076,25.745,4.500,355.320,94.911,0,9.385,9.385,None
(ID134076 : ID134002),14,134076,134002,50.430,5.500,361.194,93.883,0,4.868,4.868,None
(ID134002 : ID133857),14,134002,133857,47.624,6.500,367.590,98.189,0,10.570,10.570,None
(ID133857 : ID134428),14,133857,134428,19.594,7.500,373.452,102.960,0,4.806,4.806,None
(ID134428 : ID133792),14,134428,133792,14.885,8.500,378.436,108.318,0,9.894,9.894,None
(ID133792 : ID134292),14,133792,134292,1.727,9.500,384.904,115.110,0,8.895,8.895,None
(ID134292 : ID134705),14,134292,134705,105.860,10.500,387.067,118.059,0,1.673,1.673,None
