Label,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,VELOCITY,DISPLACEMENT,MANUAL_COLOR
(ID137920 : ID136984),132,137920,136984,152.556,48.500,452.558,716.000,0,7.504,7.504,None
(ID136984 : ID137058),132,136984,137058,70.069,49.500,453.529,715.687,0,5.630,5.630,None
(ID137058 : ID137127),132,137058,137127,50.080,50.500,453.846,720.975,0,8.067,8.067,None
(ID137127 : ID137714),132,137127,137714,11.705,51.500,455.644,727.234,0,6.000,6.000,None
(ID137714 : ID137493),132,137714,137493,373.171,52.500,453.412,723.476,0,13.857,13.857,None
(ID137493 : ID137853),132,137493,137853,316.681,53.500,456.336,721.077,0,12.670,12.670,None
(ID137853 : ID137785),132,137853,137785,71.857,54.500,464.963,722.665,0,9.662,9.662,None
(ID137785 : ID137200),132,137785,137200,122.770,55.500,467.628,721.997,0,4.894,4.894,None
(ID137200 : ID137349),132,137200,137349,119.061,56.500,461.595,725.269,0,9.728,9.728,None
(ID137349 : ID137425),132,137349,137425,0.311,57.500,454.352,727.814,0,5.722,5.722,None
(ID137425 : ID137996),132,137425,137996,43.840,58.500,452.495,730.185,0,2.482,2.482,None
(ID137996 : ID137568),132,137996,137568,14.389,59.500,451.727,734.115,0,6.459,6.459,None
(ID137568 : ID137274),132,137568,137274,5.775,60.500,448.118,738.633,0,5.419,5.419,None
(ID137274 : ID137644),132,137274,137644,25.736,61.500,444.562,739.628,0,3.059,3.059,None
(ID137644 : ID138073),132,137644,138073,31.153,62.500,444.293,740.223,0,3.330,3.330,None
(ID138073 : ID138148),132,138073,138148,145.033,63.500,445.915,748.285,0,13.701,13.701,None
(ID138148 : ID138466),132,138148,138466,69.036,64.500,446.360,755.255,0,0.297,0.297,None
(ID138466 : ID138922),132,138466,138922,23.988,65.500,444.115,758.242,0,7.186,7.186,None
(ID138922 : ID138694),132,138922,138694,74.367,66.500,441.103,767.798,0,13.516,13.516,None
(ID138694 : ID139167),132,138694,139167,95.848,67.500,438.668,774.526,0,3.226,3.226,None
(ID139167 : ID139001),132,139167,139001,52.527,68.500,433.905,773.599,0,6.578,6.578,None
(ID139001 : ID138847),132,139001,138847,1.230,69.500,427.813,772.884,0,5.905,5.905,None
(ID138847 : ID139082),132,138847,139082,4.403,70.500,421.629,772.385,0,6.645,6.645,None
(ID139082 : ID138547),132,139082,138547,53.825,71.500,415.952,774.933,0,8.174,8.174,None
(ID138547 : ID138388),132,138547,138388,92.736,72.500,415.616,779.670,0,5.113,5.113,None
(ID138388 : ID138232),132,138388,138232,10.169,73.500,417.634,784.358,0,6.466,6.466,None
(ID138232 : ID139333),132,138232,139333,309.048,74.500,416.967,798.900,0,22.648,22.648,None
(ID139333 : ID139252),132,139333,139252,222.567,75.500,417.952,810.568,0,3.219,3.219,None
(ID139252 : ID138312),132,139252,138312,109.946,76.500,418.810,809.545,0,3.109,3.109,None
(ID138312 : ID138775),132,138312,138775,31.714,77.500,415.260,808.462,0,5.710,5.710,None
(ID138775 : ID138622),132,138775,138622,6.824,78.500,411.948,809.611,0,1.944,1.944,None
(ID138622 : ID139745),132,138622,139745,6.932,79.500,409.758,812.213,0,4.906,4.906,None
(ID139745 : ID139674),132,139745,139674,890.488,81.000,413.688,828.829,0,15.900,31.800,None
(ID135531 : ID134899),133,135531,134899,1.000,17.500,155.500,0.000,0,1.000,1.000,None
(ID134899 : ID135113),133,134899,135113,1.000,18.500,154.000,0.000,0,2.000,2.000,None
(ID135113 : ID135184),133,135113,135184,25.592,19.500,150.000,0.000,0,6.000,6.000,None
(ID135184 : ID135040),133,135184,135040,0.056,20.500,145.500,0.000,0,3.000,3.000,None
(ID135040 : ID134829),133,135040,134829,429.493,21.500,146.079,9.676,0,19.795,19.795,None
(ID134829 : ID134970),133,134829,134970,126.091,22.500,149.683,19.332,0,3.048,3.048,None
(ID134970 : ID135392),133,134970,135392,28.005,23.500,154.985,22.237,0,9.558,9.558,None
(ID135392 : ID134759),133,135392,134759,16.761,24.500,160.027,29.294,0,8.641,8.641,None
(ID134759 : ID135739),133,134759,135739,15.090,25.500,162.469,38.721,0,10.849,10.849,None
(ID135739 : ID135673),133,135739,135673,1.490,26.500,164.895,49.142,0,10.553,10.553,None
(ID135673 : ID135332),133,135673,135332,74.432,27.500,168.710,55.059,0,5.370,5.370,None
(ID135332 : ID135475),133,135332,135475,348.708,28.500,181.466,62.962,0,24.854,24.854,None
(ID135475 : ID135613),133,135475,135613,62.838,29.500,194.861,73.304,0,9.099,9.099,None
(ID135613 : ID135812),133,135613,135812,123.645,30.500,197.412,80.238,0,7.526,7.526,None
(ID135812 : ID136466),133,135812,136466,313.184,31.500,189.576,88.342,0,16.842,16.842,None
(ID136466 : ID135946),133,136466,135946,97.916,32.500,180.403,92.183,0,4.138,4.138,None
(ID135946 : ID136401),133,135946,136401,42.170,33.500,177.081,90.226,0,3.860,3.860,None
(ID136401 : ID135882),133,136401,135882,32.967,34.500,176.175,90.183,0,2.841,2.841,None
(ID135882 : ID136012),133,135882,136012,34.742,35.500,173.115,92.505,0,7.231,7.231,None
(ID136012 : ID136209),133,136012,136209,24.358,36.500,168.801,92.248,0,2.958,2.958,None
(ID136209 : ID136532),133,136209,136532,9.932,37.500,165.872,92.139,0,4.757,4.757,None
(ID136532 : ID136271),133,136532,136271,1.414,38.500,162.400,93.295,0,2.744,2.744,None
(ID135156 : ID135229),134,135156,135229,142.093,19.500,1197.578,436.074,0,11.920,11.920,None
(ID135229 : ID135084),134,135229,135084,166.080,20.500,1191.091,436.045,0,5.010,5.010,None
(ID135084 : ID134872),134,135084,134872,395.431,21.500,1193.996,438.115,0,7.822,7.822,None
(ID134872 : ID135009),134,134872,135009,23.006,22.500,1197.906,438.671,0,1.567,1.567,None
(ID135009 : ID135430),134,135009,135430,1.087,23.500,1198.173,439.383,0,0.542,0.542,None
(ID135430 : ID134797),134,135430,134797,11.404,24.500,1199.982,438.483,0,3.513,3.513,None
(ID134797 : ID135771),134,134797,135771,34.570,25.500,1199.609,436.421,0,4.563,4.563,None
(ID135771 : ID135704),134,135771,135704,21.001,26.500,1197.294,436.538,0,2.808,2.808,None
(ID135704 : ID135361),134,135704,135361,0.212,27.500,1196.102,438.179,0,1.698,1.698,None
(ID135361 : ID135505),134,135361,135505,3.318,28.500,1195.292,438.239,0,0.470,0.470,None
(ID135505 : ID135642),134,135505,135642,1.632,29.500,1195.592,437.893,0,0.664,0.664,None
(ID135642 : ID135841),134,135642,135841,1.715,30.500,1195.359,437.469,0,1.260,1.260,None
(ID135841 : ID136495),134,135841,136495,7.378,31.500,1194.734,438.288,0,2.273,2.273,None
(ID136495 : ID135976),134,136495,135976,2.525,32.500,1195.123,439.508,0,0.953,0.953,None
(ID135976 : ID136427),134,135976,136427,7.040,33.500,1195.388,438.644,0,1.943,1.943,None
(ID136427 : ID135909),134,136427,135909,9.630,34.500,1195.001,438.820,0,2.282,2.282,None
(ID135909 : ID136037),134,135909,136037,2.652,35.500,1195.452,440.682,0,1.945,1.945,None
(ID136037 : ID136235),134,136037,136235,19.647,36.500,1194.840,440.480,0,3.122,3.122,None
(ID136235 : ID136561),134,136235,136561,8.031,37.500,1194.363,439.766,0,1.605,1.605,None
(ID136561 : ID136298),134,136561,136298,9.253,38.500,1196.817,439.925,0,3.370,3.370,None
(ID136298 : ID136174),134,136298,136174,31.044,39.500,1201.369,441.946,0,7.093,7.093,None
(ID136174 : ID136107),134,136174,136107,60.389,40.500,1206.504,441.324,0,7.063,7.063,None
(ID136107 : ID136771),134,136107,136771,96.714,41.500,1215.885,438.308,0,14.243,14.243,None
(ID136771 : ID136708),134,136771,136708,476.499,42.500,1223.000,447.000,0,18.000,18.000,None
(ID136708 : ID136369),134,136708,136369,157.648,43.500,1223.000,455.000,0,2.000,2.000,None
(ID135173 : ID135243),135,135173,135243,8.374,19.500,923.702,686.040,0,2.894,2.894,None
(ID135243 : ID135099),135,135243,135099,120.157,20.500,930.739,683.566,0,12.767,12.767,None
(ID135099 : ID134885),135,135099,134885,102.029,21.500,941.873,678.724,0,11.577,11.577,None
(ID134885 : ID135024),135,134885,135024,2.290,22.500,950.801,675.414,0,7.472,7.472,None
(ID135024 : ID135446),135,135024,135446,32.740,23.500,956.368,670.362,0,8.419,8.419,None
(ID135446 : ID135787),135,135446,135787,148.187,25.000,960.075,666.242,0,1.669,3.338,None
(ID135787 : ID135719),135,135787,135719,95.591,26.500,957.828,665.303,0,7.751,7.751,None
(ID135719 : ID135376),135,135719,135376,175.020,27.500,948.663,669.983,0,14.797,14.797,None
(ID135376 : ID135518),135,135376,135518,5.745,28.500,940.517,678.321,0,8.531,8.531,None
(ID135178 : ID135250),136,135178,135250,410.505,19.500,586.981,839.347,0,20.261,20.261,None
(ID135250 : ID135105),136,135250,135105,100.997,20.500,574.795,851.208,0,14.777,14.777,None
(ID135105 : ID134891),136,135105,134891,681.978,21.500,559.843,850.610,0,18.695,18.695,None
(ID134891 : ID135030),136,134891,135030,58.094,22.500,547.184,846.601,0,8.474,8.474,None
(ID135030 : ID135454),136,135030,135454,91.783,23.500,540.430,843.801,0,7.597,7.597,None
(ID135183 : ID135255),137,135183,135255,144.000,19.500,448.000,903.000,0,12.000,12.000,None
(ID135255 : ID135112),137,135255,135112,324.000,20.500,451.000,903.000,0,6.000,6.000,None
(ID135112 : ID134897),137,135112,134897,291.003,21.500,446.000,903.000,0,4.000,4.000,None
(ID134897 : ID135037),137,134897,135037,131.355,22.500,440.500,903.000,0,7.000,7.000,None
(ID135037 : ID135463),137,135037,135463,0.133,23.500,436.000,903.000,0,2.000,2.000,None
(ID135463 : ID134824),137,135463,134824,6.646,24.500,432.500,903.000,0,5.000,5.000,None
(ID134824 : ID135799),137,134824,135799,47.388,25.500,431.500,903.000,0,3.000,3.000,None
(ID135799 : ID135731),137,135799,135731,24.869,26.500,430.500,903.000,0,5.000,5.000,None
(ID135731 : ID135530),137,135731,135530,56.614,28.000,429.000,903.000,0,1.000,2.000,None
(ID135251 : ID135107),138,135251,135107,103.602,20.500,672.797,855.052,0,10.178,10.178,None
(ID135107 : ID134892),138,135107,134892,94.959,21.500,669.807,859.558,0,1.539,1.539,None
(ID134892 : ID135031),138,134892,135031,70.333,22.500,665.670,860.160,0,9.003,9.003,None
(ID135031 : ID135456),138,135031,135456,27.163,23.500,656.845,859.558,0,8.711,8.711,None
(ID135456 : ID134820),138,135456,134820,35.184,24.500,651.022,858.105,0,3.527,3.527,None
(ID134820 : ID135794),138,134820,135794,61.334,25.500,650.747,856.144,0,3.202,3.202,None
(ID135794 : ID135725),138,135794,135725,23.262,26.500,649.264,854.953,0,5.425,5.425,None
(ID135725 : ID135383),138,135725,135383,40.580,27.500,643.450,851.535,0,9.003,9.003,None
(ID135383 : ID135525),138,135383,135525,81.175,28.500,633.670,844.498,0,15.338,15.338,None
(ID135525 : ID135659),138,135525,135659,584.054,29.500,612.277,830.556,0,35.776,35.776,None
(ID135659 : ID135860),138,135659,135860,0.695,30.500,587.094,812.833,0,25.815,25.815,None
(ID135860 : ID136513),138,135860,136513,246.661,31.500,572.658,801.719,0,10.666,10.666,None
(ID136513 : ID135993),138,136513,135993,379.613,32.500,569.427,798.956,0,2.174,2.174,None
(ID135993 : ID136447),138,135993,136447,154.589,33.500,574.007,797.993,0,8.439,8.439,None
(ID136447 : ID135928),138,136447,135928,623.505,34.500,591.006,790.629,0,28.614,28.614,None
(ID135928 : ID136057),138,135928,136057,64.910,35.500,609.270,783.681,0,10.552,10.552,None
(ID136057 : ID136253),138,136057,136253,13.909,36.500,621.825,781.526,0,14.993,14.993,None
(ID136253 : ID136581),138,136253,136581,46.855,37.500,639.509,780.502,0,20.469,20.469,None
(ID136581 : ID136316),138,136581,136316,78.078,38.500,654.451,778.137,0,10.360,10.360,None
(ID136316 : ID136189),138,136316,136189,84.903,39.500,664.330,770.077,0,15.692,15.692,None
(ID136189 : ID136123),138,136189,136123,109.616,40.500,670.317,762.061,0,4.533,4.533,None
(ID136123 : ID136784),138,136123,136784,57.905,41.500,675.217,760.512,0,8.247,8.247,None
(ID136784 : ID136719),138,136784,136719,102.104,42.500,679.605,764.084,0,6.042,6.042,None
(ID136719 : ID136379),138,136719,136379,80.298,43.500,685.483,770.704,0,13.287,13.287,None
(ID136379 : ID136650),138,136379,136650,267.123,44.500,702.360,773.743,0,22.634,22.634,None
(ID135190 : ID135048),139,135190,135048,31.973,20.500,380.220,48.202,0,5.654,5.654,None
(ID135048 : ID134833),139,135048,134833,401.509,21.500,374.109,46.065,0,15.893,15.893,None
(ID134833 : ID134974),139,134833,134974,25.412,22.500,366.016,43.484,0,6.075,6.075,None
(ID134974 : ID135397),139,134974,135397,2.758,23.500,362.921,49.078,0,6.867,6.867,None
(ID135397 : ID134760),139,135397,134760,447.063,24.500,361.242,44.576,0,15.459,15.459,None
(ID134760 : ID135735),139,134760,135735,28.503,25.500,361.054,36.173,0,1.487,1.487,None
(ID135735 : ID135669),139,135735,135669,55.141,26.500,363.537,36.379,0,4.751,4.751,None
(ID135669 : ID135327),139,135669,135327,31.935,27.500,364.685,38.679,0,3.513,3.513,None
(ID135327 : ID135474),139,135327,135474,141.367,28.500,363.558,46.774,0,13.377,13.377,None
(ID135474 : ID135610),139,135474,135610,48.517,29.500,364.075,54.222,0,1.928,1.928,None
(ID135610 : ID135805),139,135610,135805,563.300,30.500,363.382,45.577,0,18.986,18.986,None
(ID135805 : ID136459),139,135805,136459,63.591,31.500,364.478,34.396,0,5.943,5.943,None
(ID136459 : ID135940),139,136459,135940,147.585,32.500,367.044,35.456,0,5.683,5.683,None
(ID135940 : ID136394),139,135940,136394,44.564,33.500,369.654,41.418,0,7.915,7.915,None
(ID136394 : ID135874),139,136394,135874,4.313,34.500,372.872,45.988,0,3.294,3.294,None
(ID135874 : ID136005),139,135874,136005,61.712,35.500,371.726,46.827,0,4.060,4.060,None
(ID136005 : ID136201),139,136005,136201,15.829,36.500,369.531,44.664,0,3.157,3.157,None
(ID136201 : ID136526),139,136201,136526,13.893,37.500,367.849,43.942,0,3.305,3.305,None
(ID136526 : ID136265),139,136526,136265,8.415,38.500,366.841,45.128,0,1.091,1.091,None
(ID136265 : ID136136),139,136265,136136,20.372,39.500,369.250,45.288,0,4.000,4.000,None
(ID136136 : ID136071),139,136136,136071,12.689,40.500,371.224,46.523,0,2.849,2.849,None
(ID136071 : ID136734),139,136071,136734,67.061,41.500,367.825,50.056,0,7.972,7.972,None
(ID136734 : ID136667),139,136734,136667,81.920,42.500,367.110,52.720,0,5.451,5.451,None
(ID136667 : ID136874),139,136667,136874,863.729,44.500,364.079,68.654,0,10.934,32.801,None
(ID136874 : ID136806),139,136874,136806,84.592,46.500,357.140,84.707,0,2.824,2.824,None
(ID135193 : ID135049),140,135193,135049,13.035,20.500,473.610,51.156,0,3.610,3.610,None
(ID135049 : ID134836),140,135049,134836,9.070,21.500,478.181,53.312,0,6.526,6.526,None
(ID134836 : ID134976),140,134836,134976,21.956,22.500,481.372,57.354,0,5.018,5.018,None
(ID134976 : ID135398),140,134976,135398,50.055,23.500,480.745,58.433,0,3.395,3.395,None
(ID135398 : ID134766),140,135398,134766,9.182,24.500,481.235,56.712,0,2.940,2.940,None
(ID134766 : ID135740),140,134766,135740,2.720,25.500,484.239,56.127,0,3.182,3.182,None
(ID135110 : ID134895),141,135110,134895,170.251,21.500,485.588,877.000,0,13.048,13.048,None
(ID134895 : ID135036),141,134895,135036,103.139,22.500,490.228,886.213,0,9.701,9.701,None
(ID135036 : ID135464),141,135036,135464,162.190,23.500,489.010,897.029,0,12.111,12.111,None
(ID135464 : ID134825),141,135464,134825,142.664,24.500,487.000,903.000,0,2.000,2.000,None
(ID134825 : ID135797),141,134825,135797,456.163,25.500,486.916,894.673,0,16.755,16.755,None
(ID135797 : ID135729),141,135797,135729,38.517,26.500,487.087,885.327,0,2.523,2.523,None
(ID135729 : ID135389),141,135729,135389,101.792,27.500,490.403,884.580,0,8.140,8.140,None
(ID135389 : ID135529),141,135389,135529,26.890,28.500,495.161,881.905,0,6.055,6.055,None
(ID135529 : ID135665),141,135529,135665,899.720,29.500,491.929,890.979,0,25.293,25.293,None
(ID135665 : ID135867),141,135665,135867,144.985,30.500,485.500,903.000,0,5.000,5.000,None
(ID135867 : ID136520),141,135867,136520,89.294,31.500,484.500,903.000,0,3.000,3.000,None
(ID136520 : ID136000),141,136520,136000,15.487,32.500,487.500,903.000,0,3.000,3.000,None
(ID136000 : ID136454),141,136000,136454,2.199,33.500,490.500,903.000,0,3.000,3.000,None
(ID136454 : ID136260),141,136454,136260,29.104,35.500,498.500,903.000,0,4.333,13.000,None
(ID136260 : ID136588),141,136260,136588,0.150,37.500,507.000,903.000,0,4.000,4.000,None
(ID136588 : ID136323),141,136588,136323,10.028,38.500,509.500,903.000,0,1.000,1.000,None
(ID134898 : ID135038),142,134898,135038,64.000,22.500,945.000,903.000,0,8.000,8.000,None
(ID135038 : ID135465),142,135038,135465,100.000,23.500,948.000,903.000,0,2.000,2.000,None
(ID135465 : ID134826),142,135465,134826,73.758,24.500,947.000,903.000,0,0.000,0.000,None
(ID134826 : ID135801),142,134826,135801,84.723,25.500,944.500,903.000,0,5.000,5.000,None
(ID135801 : ID135732),142,135801,135732,47.239,26.500,938.000,903.000,0,8.000,8.000,None
(ID135732 : ID135390),142,135732,135390,95.202,27.500,926.500,903.000,0,15.000,15.000,None
(ID134852 : ID134991),143,134852,134991,61.189,22.500,104.915,193.099,0,7.822,7.822,None
(ID134991 : ID135413),143,134991,135413,133.705,23.500,102.154,196.100,0,6.239,6.239,None
(ID135413 : ID134782),143,135413,134782,12.311,24.500,98.222,200.492,0,10.760,10.760,None
(ID134782 : ID135757),143,134782,135757,18.437,25.500,94.802,209.721,0,9.291,9.291,None
(ID135757 : ID135690),143,135757,135690,26.098,26.500,90.419,215.294,0,5.035,5.035,None
(ID135690 : ID135347),143,135690,135347,23.731,27.500,87.022,217.244,0,3.039,3.039,None
(ID135347 : ID135491),143,135347,135491,62.682,28.500,85.725,215.332,0,4.459,4.459,None
(ID135491 : ID135626),143,135491,135626,36.146,29.500,82.324,212.436,0,7.308,7.308,None
(ID135626 : ID135825),143,135626,135825,184.350,30.500,79.085,204.705,0,14.130,14.130,None
(ID135825 : ID136478),143,135825,136478,509.783,31.500,75.164,204.038,0,15.373,15.373,None
(ID136478 : ID135960),143,136478,135960,14.225,32.500,69.676,210.953,0,2.646,2.646,None
(ID135960 : ID136412),143,135960,136412,0.432,33.500,66.201,212.629,0,5.075,5.075,None
(ID136412 : ID135894),143,136412,135894,8.754,34.500,63.316,214.765,0,2.332,2.332,None
(ID135894 : ID136022),143,135894,136022,30.921,35.500,64.180,217.224,0,4.189,4.189,None
(ID136022 : ID136217),143,136022,136217,34.929,36.500,63.979,217.843,0,3.788,3.788,None
(ID136217 : ID136544),143,136217,136544,181.994,37.500,54.830,216.292,0,14.983,14.983,None
(ID134846 : ID134981),144,134846,134981,830.594,22.500,720.229,119.877,0,28.820,28.820,None
(ID134981 : ID135402),144,134981,135402,133.797,23.500,724.434,96.741,0,18.499,18.499,None
(ID135402 : ID134768),144,135402,134768,823.754,24.500,725.994,87.400,0,2.887,2.887,None
(ID134768 : ID135742),144,134768,135742,10.592,25.500,724.987,80.356,0,12.992,12.992,None
(ID135742 : ID135674),144,135742,135674,233.279,26.500,720.267,72.632,0,10.390,10.390,None
(ID135674 : ID135330),144,135674,135330,163.003,27.500,711.081,61.556,0,21.350,21.350,None
(ID135330 : ID135470),144,135330,135470,12.958,28.500,703.032,46.464,0,13.094,13.094,None
(ID135470 : ID135608),144,135470,135608,304.855,29.500,702.462,40.029,0,7.086,7.086,None
(ID135608 : ID135804),144,135608,135804,157.094,30.500,700.285,33.118,0,15.904,15.904,None
(ID135804 : ID136456),144,135804,136456,255.822,31.500,699.865,23.359,0,12.998,12.998,None
(ID136456 : ID135936),144,136456,135936,151.037,32.500,703.481,9.664,0,19.553,19.553,None
(ID135035 : ID135459),145,135035,135459,52.079,23.500,130.790,879.376,0,7.217,7.217,None
(ID135032 : ID135455),146,135032,135455,21.481,23.500,454.908,860.467,0,4.635,4.635,None
(ID135455 : ID134819),146,135455,134819,0.484,24.500,452.494,856.814,0,4.135,4.135,None
(ID134819 : ID135793),146,134819,135793,17.702,25.500,450.502,855.213,0,1.947,1.947,None
(ID135793 : ID135724),146,135793,135724,17.626,26.500,450.298,855.266,0,1.527,1.527,None
(ID135724 : ID135385),146,135724,135385,56.816,27.500,452.951,857.879,0,6.686,6.686,None
(ID135385 : ID135527),146,135385,135527,18.990,28.500,454.271,863.424,0,5.712,5.712,None
(ID135527 : ID135663),146,135527,135663,43.088,29.500,450.602,868.118,0,7.245,7.245,None
(ID135663 : ID135866),146,135663,135866,6.903,30.500,444.514,872.391,0,7.657,7.657,None
(ID135866 : ID136519),146,135866,136519,3.409,31.500,439.908,877.090,0,5.646,5.646,None
(ID136519 : ID135999),146,136519,135999,52.556,32.500,439.737,880.627,0,3.756,3.756,None
(ID135999 : ID136453),146,135999,136453,321.203,33.500,440.085,892.421,0,21.269,21.269,None
(ID136453 : ID135934),146,136453,135934,189.717,34.500,437.000,903.000,0,4.000,4.000,None
(ID135934 : ID136063),146,135934,136063,71.840,35.500,436.500,903.000,0,3.000,3.000,None
(ID136063 : ID136259),146,136063,136259,300.835,36.500,443.890,897.614,0,15.962,15.962,None
(ID136259 : ID136587),146,136259,136587,507.531,37.500,445.390,897.614,0,13.896,13.896,None
(ID136587 : ID136322),146,136587,136322,26.896,38.500,442.000,903.000,0,2.000,2.000,None
(ID136322 : ID136195),146,136322,136195,66.833,39.500,447.000,903.000,0,8.000,8.000,None
(ID136195 : ID136130),146,136195,136130,163.443,40.500,451.377,897.282,0,11.461,11.461,None
(ID136130 : ID136791),146,136130,136791,89.101,41.500,452.231,893.085,0,3.188,3.188,None
(ID136791 : ID136725),146,136791,136725,142.962,42.500,451.536,888.351,0,12.728,12.728,None
(ID136725 : ID136386),146,136725,136386,7.650,43.500,448.685,878.742,0,7.501,7.501,None
(ID136386 : ID136657),146,136386,136657,5.637,44.500,447.025,871.953,0,6.871,6.871,None
(ID136657 : ID136924),146,136657,136924,10.491,45.500,447.412,866.363,0,4.372,4.372,None
(ID136924 : ID136856),146,136924,136856,5.483,46.500,448.966,861.425,0,6.050,6.050,None
(ID136856 : ID137929),146,136856,137929,5.971,47.500,450.832,857.132,0,3.314,3.314,None
(ID137929 : ID136994),146,137929,136994,18.644,48.500,451.278,851.646,0,7.964,7.964,None
(ID136994 : ID137066),146,136994,137066,2.830,49.500,452.034,844.755,0,6.159,6.159,None
(ID137066 : ID137135),146,137066,137135,4.194,50.500,454.584,838.389,0,7.572,7.572,None
(ID137135 : ID137721),146,137135,137721,6.470,51.500,456.096,832.030,0,5.820,5.820,None
(ID137721 : ID137501),146,137721,137501,9.046,52.500,457.530,824.908,0,8.930,8.930,None
(ID137501 : ID137859),146,137501,137859,15.154,53.500,460.102,818.924,0,4.161,4.161,None
(ID137859 : ID137792),146,137859,137792,61.978,54.500,459.898,817.655,0,2.780,2.780,None
(ID137792 : ID137207),146,137792,137207,9.830,55.500,456.847,816.848,0,4.377,4.377,None
(ID137207 : ID137356),146,137207,137356,7.571,56.500,453.288,813.297,0,5.757,5.757,None
(ID137356 : ID137432),146,137356,137432,319.256,57.500,451.303,818.152,0,14.198,14.198,None
(ID137432 : ID138003),146,137432,138003,47.185,58.500,450.674,825.110,0,0.940,0.940,None
(ID138003 : ID137576),146,138003,137576,63.102,59.500,450.510,822.616,0,4.747,4.747,None
(ID137576 : ID137281),146,137576,137281,215.964,60.500,452.645,826.586,0,13.183,13.183,None
(ID137281 : ID138154),146,137281,138154,277.837,62.500,462.590,849.568,0,12.345,37.036,None
(ID138154 : ID138472),146,138154,138472,95.830,64.500,472.184,867.152,0,3.528,3.528,None
(ID138472 : ID138929),146,138472,138929,68.880,65.500,471.610,870.139,0,5.847,5.847,None
(ID138929 : ID138701),146,138929,138701,21.982,66.500,470.637,876.301,0,8.494,8.494,None
(ID138701 : ID139172),146,138701,139172,103.450,67.500,470.388,878.927,0,4.001,4.001,None
(ID139172 : ID139008),146,139172,139008,14.784,68.500,467.672,876.315,0,3.553,3.553,None
(ID135022 : ID135443),147,135022,135443,341.721,23.500,490.731,634.481,0,18.486,18.486,None
(ID135020 : ID135442),148,135020,135442,114.725,23.500,1146.332,608.380,0,10.711,10.711,None
(ID135442 : ID134810),148,135442,134810,394.050,24.500,1149.492,604.272,0,11.664,11.664,None
(ID134810 : ID135784),148,134810,135784,285.755,25.500,1156.180,607.289,0,5.245,5.245,None
(ID135784 : ID135715),148,135784,135715,54.676,26.500,1157.456,611.863,0,4.281,4.281,None
(ID135715 : ID135372),148,135715,135372,7.025,27.500,1159.118,614.825,0,3.064,3.064,None
(ID135372 : ID135515),148,135372,135515,9.380,28.500,1159.583,616.557,0,2.375,2.375,None
(ID135515 : ID135652),148,135515,135652,7.227,29.500,1159.611,617.366,0,1.671,1.671,None
(ID135652 : ID135852),148,135652,135852,12.622,30.500,1160.858,619.420,0,4.319,4.319,None
(ID135852 : ID136505),148,135852,136505,4.009,31.500,1162.641,622.541,0,3.391,3.391,None
(ID136505 : ID135986),148,136505,135986,9.764,32.500,1165.608,623.298,0,3.236,3.236,None
(ID135986 : ID136438),148,135986,136438,22.164,33.500,1166.238,622.998,0,1.942,1.942,None
(ID136438 : ID135919),148,136438,135919,4.784,34.500,1164.217,623.111,0,2.130,2.130,None
(ID135919 : ID136047),148,135919,136047,1.006,35.500,1162.468,623.905,0,1.872,1.872,None
(ID136047 : ID136244),148,136047,136244,3.499,36.500,1162.006,624.829,0,0.761,0.761,None
(ID136244 : ID136572),148,136244,136572,4.505,37.500,1163.093,625.189,0,1.710,1.710,None
(ID136572 : ID136309),148,136572,136309,80.682,38.500,1166.333,629.482,0,9.717,9.717,None
(ID136309 : ID136117),148,136309,136117,586.475,40.000,1171.226,626.688,0,7.458,14.916,None
(ID135005 : ID135424),149,135005,135424,338.339,23.500,978.615,337.798,0,18.394,18.394,None
(ID135424 : ID134791),149,135424,134791,481.229,24.500,980.566,330.227,0,4.952,4.952,None
(ID134791 : ID135767),149,134791,135767,731.159,25.500,978.706,334.997,0,8.572,8.572,None
(ID135767 : ID135700),149,135767,135700,176.309,26.500,981.756,343.472,0,9.809,9.809,None
(ID135700 : ID135358),149,135700,135358,86.303,27.500,982.394,347.399,0,3.752,3.752,None
(ID135358 : ID135502),149,135358,135502,167.338,28.500,977.879,341.883,0,11.718,11.718,None
(ID135502 : ID135637),149,135502,135637,59.104,29.500,977.436,333.838,0,7.186,7.186,None
(ID135637 : ID135836),149,135637,135836,156.477,30.500,983.331,333.496,0,8.873,8.873,None
(ID135836 : ID136491),149,135836,136491,25.042,31.500,987.632,337.905,0,4.050,4.050,None
(ID136491 : ID135972),149,136491,135972,2.353,32.500,990.056,341.807,0,5.342,5.342,None
(ID135972 : ID136422),149,135972,136422,5.023,33.500,994.060,344.549,0,4.672,4.672,None
(ID136422 : ID135902),149,136422,135902,473.568,34.500,995.736,335.916,0,18.832,18.832,None
(ID135902 : ID136031),149,135902,136031,157.574,35.500,997.270,327.733,0,4.794,4.794,None
(ID136031 : ID136230),149,136031,136230,265.823,36.500,996.670,334.410,0,12.149,12.149,None
(ID136230 : ID136168),149,136230,136168,249.328,38.500,984.072,351.383,0,10.138,30.414,None
(ID136168 : ID136102),149,136168,136102,153.373,40.500,974.409,361.829,0,2.204,2.204,None
(ID136102 : ID136766),149,136102,136766,8.914,41.500,974.896,361.179,0,0.940,0.940,None
